"","case_no","visa_type","fy","last_event_date","case_status","n_requested","n_certified","is_certified","certification_begin_date","certification_end_date","job_title","employer_name","employer_state","employer_city","employer_address_1","employer_address_2","employer_postal_code","worksite_state","worksite_city","agent_name","organization_flag","is_duplicate"
"827",1338130,"H-2B",2004,2004-03-24,"CERTIFIED, TEMPORARY",15,15,"True",NA,NA,"CLEANER, HOUSEKEEPING","PORTLAND AVENUE ASSOCIATES, DBA GRAND BEACH INN","ME","OLD ORCHARD BEACH",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"828",1338184,"H-2B",2004,2004-03-30,"CERTIFIED, TEMPORARY",10,10,"True",NA,NA,"LABORER, SHELLFISH PROCESSING","WILLIAM ATWOOD LOBSTER CO.","ME","SPRUCE HEAD",NA,NA,NA,NA,NA,NA,NA,NA
"829",1338180,"H-2B",2004,2004-03-30,"CERTIFIED, TEMPORARY",14,14,"True",NA,NA,"HOTEL CLERK","BAR HARBOR REGENCY HOLIDAY INN","ME","BAR HARBOR",NA,NA,NA,NA,NA,"THE MCNAMARA FIRM PLLC:JOHN MCNAMARA",NA,NA
"830",1338181,"H-2B",2004,2004-04-02,"CERTIFIED, TEMPORARY",15,15,"True",NA,NA,"COOK HELPER","BAR HARBOR REGENCY HOLIDAY INN","ME","BAR HARBOR",NA,NA,NA,NA,NA,"THE MCNAMARA FIRM PLLC:JOHN MCNAMARA",NA,NA
"831",1338182,"H-2B",2004,2004-04-02,"CERTIFIED, TEMPORARY",45,45,"True",NA,NA,"CLEANER, HOUSEKEEPING","BAR HARBOR REGENCY HOLIDAY INN","ME","BAR HARBOR",NA,NA,NA,NA,NA,"THE MCNAMARA FIRM PLLC:JOHN MCNAMARA",NA,NA
"832",1338183,"H-2B",2004,2004-04-02,"CERTIFIED, TEMPORARY",6,6,"True",NA,NA,"HOTEL CLERK","GLENROHAN INC., DBA WHITE BARN INN","ME","KENNEBUNKPORT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"833",1338422,"H-2B",2004,2004-04-05,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"KITCHEN HELPER","TESTA'S RESTAURANT INC.","ME","BAR HARBOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"834",1338423,"H-2B",2004,2004-04-05,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"COOK","TESTA'S RESTAURANT INC.","ME","BAR HARBOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"835",1338353,"H-2B",2004,2004-04-05,"CERTIFIED, TEMPORARY",7,7,"True",NA,NA,"CLEANER, HOUSEKEEPING","WINGHUT HOSPITALITY LLC DBA COMFORT SUITE","ME","FREEPORT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"836",1338442,"H-2B",2004,2004-04-06,"CERTIFIED, TEMPORARY",18,18,"True",NA,NA,"LABORER, SHELLFISH PROCESSING","WILLIAM ATWOOD LOBSTER CO.","ME","SPRUCE HEAD",NA,NA,NA,NA,NA,NA,NA,NA
"837",1338441,"H-2B",2004,2004-04-06,"CERTIFIED, TEMPORARY",1,1,"True",NA,NA,"KITCHEN HELPER","JOURNEY'S END, INC., DBA DOCKSIDER RESTAURANT","ME","NORTHEAST HARBOR",NA,NA,NA,NA,NA,"RUDMAN & WINCHELL, LLC:LEIGH MCCARTHY, ESQ.",NA,NA
"838",1338445,"H-2B",2004,2004-04-06,"CERTIFIED, TEMPORARY",5,5,"True",NA,NA,"FOUNTAIN SERVER","BEN & BILLS CHOCOLATE EMP.","ME","BAR HARBOR",NA,NA,NA,NA,NA,NA,NA,NA
"839",1338420,"H-2B",2004,2004-04-08,"CERTIFIED, TEMPORARY",1,1,"True",NA,NA,"KITCHEN HELPER","THE HAWTHORN INN","ME","CAMDEN",NA,NA,NA,NA,NA,NA,NA,NA
"840",1338421,"H-2B",2004,2004-04-09,"DENIED, TEMPORARY",5,0,"False",NA,NA,"CLEANER, HOUSEKEEPING","ANCHORAGE MOTEL","ME","BAR HARBOR",NA,NA,NA,NA,NA,NA,NA,NA
"841",1338530,"H-2B",2004,2004-04-15,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"CLEANER, HOUSEKEEPING","THE ISLAND INN","ME","MONHEGAN",NA,NA,NA,NA,NA,NA,NA,NA
"842",1338534,"H-2B",2004,2004-04-15,"CERTIFIED, TEMPORARY",11,11,"True",NA,NA,"LABORER, LANDSCAPE","PISCATAQUA LANDSCAPING CO. INC.","ME","ELIOT",NA,NA,NA,NA,NA,"FOLEY ENTERPRISES:JIM FOLEY",NA,NA
"843",1338128,"H-2B",2004,2004-04-15,"DENIED, TEMPORARY",1,0,"False",NA,NA,"WAITER/WAITRESS, FORMAL","ASTIKIM CORPORATION","ME","NORTHEAST HARBOR",NA,NA,NA,NA,NA,NA,NA,NA
"844",1338636,"H-2B",2004,2004-04-19,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"WAITER/WAITRESS, FORMAL","MONHEGAN HOUSE","ME","NORTH YARMOUTH",NA,NA,NA,NA,NA,"LABOR SOLUTIONS, LLC:KATHY WARREN",NA,NA
"845",1338638,"H-2B",2004,2004-04-19,"CERTIFIED, TEMPORARY",10,10,"True",NA,NA,"CLEANER, HOUSEKEEPING","LINMURE INC","ME","YORK BEACH",NA,NA,NA,NA,NA,"H.E.L.P.:JOHN YOUNG",NA,NA
"846",1338639,"H-2B",2004,2004-04-19,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL","LINMURE INC","ME","YORK BEACH",NA,NA,NA,NA,NA,"H.E.L.P.:JOHN YOUNG",NA,NA
"847",1338629,"H-2B",2004,2004-04-21,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"WAITER/WAITRESS, FORMAL","WHITEHALL INN INC.","ME","CAMDEN",NA,NA,NA,NA,NA,"LABOR SOLUTIONS, LLC:KATHY WARREN",NA,NA
"848",1338630,"H-2B",2004,2004-04-21,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"KITCHEN HELPER","IVY MANOR INN","ME","BAR HARBOR",NA,NA,NA,NA,NA,"LABOR SOLUTIONS, LLC:KATHY WARREN",NA,NA
"849",1338631,"H-2B",2004,2004-04-21,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"CLEANER, HOUSEKEEPING","PINK BLOSSOMS RESORTS","ME","OGUNQUIT",NA,NA,NA,NA,NA,"MATHEW E. HEFNER:MATHEW HEFNER",NA,NA
"850",1338644,"H-2B",2004,2004-04-28,"DENIED, TEMPORARY",1,0,"False",NA,NA,"PARAMEDIC","TOWN OF KENNEBUNK (FIRE DEPARTMENT)","ME","KENNEBUNK",NA,NA,NA,NA,NA,"IMMIGRATION LAW GROUP:JAMES O'KEEFE",NA,NA
"851",1338751,"H-2B",2004,2004-04-29,"CERTIFIED, TEMPORARY",5,5,"True",NA,NA,"CLEANER, HOUSEKEEPING","LODGE AT MOOSEHEAD LAKE","ME","GREENVILLE",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"852",1338642,"H-2B",2004,2004-04-29,"REMAND ISSUED TO EMPLOYER",1,0,"False",NA,NA,"HEAD COACH","LEWISTON MAINEIACS HOCKEY CLUB INC.","ME","LEWISTON",NA,NA,NA,NA,NA,"HOWISON, LANDIS & ARN:PETER LANDIS",NA,NA
"853",1338800,"H-2B",2004,2004-05-04,"CERTIFIED, TEMPORARY",6,6,"True",NA,NA,"LABORER, LANDSCAPE","NEWLAND NURSERY & LANDSCAPING","ME","ELLSWORTH",NA,NA,NA,NA,NA,NA,NA,NA
"854",1338803,"H-2B",2004,2004-05-04,"CERTIFIED, TEMPORARY",1,1,"True",NA,NA,"WAITER/WAITRESS, FORMAL","FARMERS RESTAURANT","ME","TEANANTS HARBOR",NA,NA,NA,NA,NA,NA,NA,NA
"855",1338804,"H-2B",2004,2004-05-04,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"LABORER, LANDSCAPE","SALMON FALLS NURSERY, INC.","ME","BERWICK",NA,NA,NA,NA,NA,NA,NA,NA
"856",1338806,"H-2B",2004,2004-05-04,"CERTIFIED, TEMPORARY",100,100,"True",NA,NA,"FOREST WORKER","RAMON FORESTRY SERVICE","ME","CLINTON",NA,NA,NA,NA,NA,"AGWORKS, INC.:DAN BREMER",NA,NA
"857",1338808,"H-2B",2004,2004-05-04,"CERTIFIED, TEMPORARY",15,15,"True",NA,NA,"KITCHEN HELPER","SUN NSURF RESTAURANT","ME","YORK BEACH",NA,NA,NA,NA,NA,NA,NA,NA
"858",1338963,"H-2B",2004,2004-05-11,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"LABORER, LANDSCAPE","STEARNS PROPERTY SERVICES INC.","ME","SCARBOROUGH",NA,NA,NA,NA,NA,NA,NA,NA
"859",1338965,"H-2B",2004,2004-05-11,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"COOK, SHORT ORDER","MAGGIE'S CLASSIC SCALES RESTAURANT","ME","BAR HARBOR",NA,NA,NA,NA,NA,NA,NA,NA
"860",1338964,"H-2B",2004,2004-05-11,"CERTIFIED, TEMPORARY",6,6,"True",NA,NA,"SCULLION","MIKE'S CLAM SHACK","ME","WELLS",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"861",1339088,"H-2B",2004,2004-05-18,"CERTIFIED, TEMPORARY",120,120,"True",NA,NA,"FOREST WORKER","PALENCIA FORESTRY SERVICE","ME","HARLAND",NA,NA,NA,NA,NA,"AGWORKS, INC.:DAN BREMER",NA,NA
"862",1339288,"H-2B",2004,2004-05-25,"DENIED, TEMPORARY",4,0,"False",NA,NA,"CLEANER, HOUSEKEEPING","BAR HARBOR QUALITY INN","ME","BAR HARBOR",NA,NA,NA,NA,NA,NA,NA,NA
"863",1339319,"H-2B",2004,2004-05-25,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"CLEANER, HOUSEKEEPING","THE HOLBROOK HOUSE","ME","BAR HARBOR",NA,NA,NA,NA,NA,NA,NA,NA
"864",1339488,"H-2B",2004,2004-06-23,"DENIED, TEMPORARY",3,0,"False",NA,NA,"CLEANER, HOUSEKEEPING","HINCKLEYS DREAMWOOD MOTOR COURT","ME","BAR HARBOR",NA,NA,NA,NA,NA,NA,NA,NA
"865",3409760,"H-2B",2004,2004-08-05,"CERTIFIED, TEMPORARY",125,125,"True",NA,NA,"TREE PLANTER","G & P FORESTRY SERVICE INC.","ME","ASHLAND",NA,NA,NA,NA,NA,"INTERNATIONAL LABOR MANAGEMENT CORPORATION:STAN EURY",NA,NA
"866",3409760,"H-2B",2004,2004-08-05,"CERTIFIED, TEMPORARY",125,125,"True",NA,NA,"TREE PLANTER","G & P FORESTRY SERVICE INC.","ME","ASHLAND",NA,NA,NA,NA,NA,"NORTH CAROLINA GROWER ASSO. INC.:STAN EURY",NA,NA
"867",1340439,"H-2B",2004,2004-08-23,"CERTIFIED, TEMPORARY",20,20,"True",NA,NA,"DINING ROOM ATTENDANT","SUNDAY RIVER","ME","BETHEL",NA,NA,NA,NA,NA,NA,NA,NA
"868",1338643,"H-2B",2004,2004-08-23,"REMAND ISSUED TO STATE",28,0,"False",NA,NA,"PROFESSIONAL ATHLETE","LEWISTON MAINEIACS HOCKEY CLUB INC.","ME","LEWISTON",NA,NA,NA,NA,NA,"HOWISON, LANDIS & ARN:PETER LANDIS",NA,NA
"869",1340437,"H-2B",2004,2004-08-23,"CERTIFIED, TEMPORARY",19,19,"True",NA,NA,"INSTRUCTOR, SPORTS","SUNDAY RIVER","ME","BETHEL",NA,NA,NA,NA,NA,NA,NA,NA
"870",1340438,"H-2B",2004,2004-08-23,"CERTIFIED, TEMPORARY",20,20,"True",NA,NA,"SKI TOW OPERATOR","SUNDAY RIVER","ME","BETHEL",NA,NA,NA,NA,NA,NA,NA,NA
"871",1340859,"H-2B",2004,2004-09-16,"CERTIFIED, TEMPORARY",20,20,"True",NA,NA,"PACKER, AGRICULTURAL PRODUCE","G.F. MARKETING INC","ME","CARIBOU",NA,NA,NA,NA,NA,NA,NA,NA
"872",1340860,"H-2B",2004,2004-09-16,"CERTIFIED, TEMPORARY",10,10,"True",NA,NA,"SORTER, AGRICULTURAL PRODUCE","G.F. MARKETING INC","ME","CARIBOU",NA,NA,NA,NA,NA,NA,NA,NA
"873",1341141,"H-2B",2005,2004-10-26,"DENIED, TEMPORARY",20,0,"False",NA,NA,"DRY WALL APPLICATOR","TIMBERLAND DRYWALL INC.","ME","WESTBROOK",NA,NA,NA,NA,NA,"NATIONWIDE LABOR MANAGEMENT:SYLVAIN GIROUX",NA,NA
"874",1341638,"H-2B",2005,2004-10-29,"CERTIFIED, TEMPORARY",15,15,"True",NA,NA,"FISH HATCHERY WORKER","AQUAFARM SERVICES, INC","ME","E. MACHAIS",NA,NA,NA,NA,NA,"NORAM IMMIGRATION:NATHALIE LAVIGNE",NA,NA
"875",1341849,"H-2B",2005,2004-11-09,"CERTIFIED, TEMPORARY",15,15,"True",NA,NA,"FISH CLEANER","CHERRY POINT PRODUCTS INC.","ME","MILBRIDGE",NA,NA,NA,NA,NA,"EATON PEABODY:MATTHEW RAYNES",NA,NA
"876",1341797,"H-2B",2005,2004-11-23,"CERTIFIED, TEMPORARY",5,5,"True",NA,NA,"KITCHEN HELPER","THE RANGELEY INN","ME","RANGELEY",NA,NA,NA,NA,NA,"ROBERT LALTOO:ROBERT LALTOO",NA,NA
"877",1341796,"H-2B",2005,2004-11-23,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"CLEANER, HOUSEKEEPING","THE RANGELEY INN","ME","RANGELEY",NA,NA,NA,NA,NA,"ROBERT LALTOO:ROBERT LALTOO",NA,NA
"878",1342090,"H-2B",2005,2004-12-10,"CERTIFIED, TEMPORARY",1,1,"True",NA,NA,"INSTRUCTOR, SPORTS","GOULD ACADEMY","ME","BETHEL",NA,NA,NA,NA,NA,"PIERCE ATWOOD:ANTHONY DEROSBY",NA,NA
"879",1342399,"H-2B",2005,2004-12-20,"CERTIFIED, TEMPORARY",35,35,"True",NA,NA,"CLEANER, HOUSEKEEPING","LAFAYETTE HOTELS","ME","BANGOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"880",1342549,"H-2B",2005,2004-12-22,"CERTIFIED, TEMPORARY",27,27,"True",NA,NA,"CLEANER, HOUSEKEEPING","ANCHORAGE BY THE SEA","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ROBERT LALTOO:ROBERT LALTOO",NA,NA
"881",1342550,"H-2B",2005,2004-12-22,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"KITCHEN HELPER","ANCHORAGE BY THE SEA","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ROBERT LALTOO:ROBERT LALTOO",NA,NA
"882",1342479,"H-2B",2005,2004-12-23,"CERTIFIED, TEMPORARY",11,11,"True",NA,NA,"LABORER, LANDSCAPE","NEWLAND NURSERY & LANDSCAPING, INC.","ME","ELLSWORTH",NA,NA,NA,NA,NA,"ADNIL PERSONNEL:LINDA TURNER",NA,NA
"883",1342736,"H-2B",2005,2005-01-06,"CERTIFIED, TEMPORARY",35,35,"True",NA,NA,"DINING ROOM ATTENDANT","THE COLONY HOTEL","ME","KENNEBUNKPORT",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"884",1342734,"H-2B",2005,2005-01-06,"CERTIFIED, TEMPORARY",8,8,"True",NA,NA,"DINING ROOM ATTENDANT","DANIEL KALER & SONS INC.","ME","BOOTBOY HARBOR",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"885",1342733,"H-2B",2005,2005-01-06,"CERTIFIED, TEMPORARY",15,15,"True",NA,NA,"DINING ROOM ATTENDANT","FISHERMAN'S WHARF INN","ME","BOOTHBAY HARBOR",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"886",1342735,"H-2B",2005,2005-01-06,"CERTIFIED, TEMPORARY",35,35,"True",NA,NA,"CLEANER, HOUSEKEEPING","THE COLONY HOTEL","ME","KENNEBUNKPORT",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"887",1342738,"H-2B",2005,2005-01-06,"CERTIFIED, TEMPORARY",9,9,"True",NA,NA,"CLEANER, HOUSEKEEPING","THE EAST WIND INN","ME","TENATS HARBOR",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"888",1342732,"H-2B",2005,2005-01-07,"CERTIFIED, TEMPORARY",12,12,"True",NA,NA,"CLEANER, HOUSEKEEPING","NONANTUM HOTEL","ME","KENNEBUNKPORT",NA,NA,NA,NA,NA,"ROBERT LALTOO:ROBERT LALTOO",NA,NA
"889",1342742,"H-2B",2005,2005-01-07,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"CLEANER, HOUSEKEEPING","DMJK ENT., DBATHE BLUE HILL INN","ME","BLUE HILL",NA,NA,NA,NA,NA,"ADNIL PERSONNEL:LINDA TURNER",NA,NA
"890",1342683,"H-2B",2005,2005-01-07,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"KITCHEN HELPER","MEADOWMERE RESORT CORP.","ME","OQUNGUIT",NA,NA,NA,NA,NA,"ROBERT LALTOO:ROBERT LALTOO",NA,NA
"891",1342740,"H-2B",2005,2005-01-07,"CERTIFIED, TEMPORARY",14,14,"True",NA,NA,"CLEANER, HOUSEKEEPING","NEWAGEN SEASIDE INN","ME","NEWAGEN",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"892",1342739,"H-2B",2005,2005-01-07,"CERTIFIED, TEMPORARY",8,8,"True",NA,NA,"CLEANER, HOUSEKEEPING","PENTAGOET INN","ME","CASTINE",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"893",1342737,"H-2B",2005,2005-01-07,"CERTIFIED, TEMPORARY",9,9,"True",NA,NA,"CLEANER, HOUSEKEEPING","ELMWOOD RESORT","ME","WELLS",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"894",1342685,"H-2B",2005,2005-01-07,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"CLEANER, HOUSEKEEPING","MIRA MONTE INC.","ME","BAR HARBOR",NA,NA,NA,NA,NA,"ADNIL PERSONNEL:LINDA TURNER",NA,NA
"895",1342684,"H-2B",2005,2005-01-07,"CERTIFIED, TEMPORARY",12,12,"True",NA,NA,"CLEANER, HOUSEKEEPING","MEADOWMERE RESORT CORP.","ME","OQUNGUIT",NA,NA,NA,NA,NA,"ROBERT LALTOO:ROBERT LALTOO",NA,NA
"896",1342743,"H-2B",2005,2005-01-07,"CERTIFIED, TEMPORARY",5,5,"True",NA,NA,"CLEANER, HOUSEKEEPING","NORTH HOSPITALITY PARTNERS, INN AT OCEAN'S EDGE","ME","SO. CASCO",NA,NA,NA,NA,NA,"ADNIL PERSONNEL:LINDA TURNER",NA,NA
"897",1342756,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"KITCHEN HELPER","NONANTUM HOTEL","ME","KENNEBUNKPORT",NA,NA,NA,NA,NA,"ROBERT LALTOO:ROBERT LALTOO",NA,NA
"898",1342753,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"CLEANER, HOUSEKEEPING","BARTON'S MOTEL INC.","ME","BAR HARBOR",NA,NA,NA,NA,NA,"ADNIL PERSONNEL:LINDA TURNER",NA,NA
"899",1342776,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",35,35,"True",NA,NA,"KITCHEN HELPER","NORSEMAN MOTOR INN","ME","OQUNQUIT",NA,NA,NA,NA,NA,"H.E.L.P.:JOHN YOUNG",NA,NA
"900",1342775,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",35,35,"True",NA,NA,"CLEANER, HOUSEKEEPING","NORSEMAN MOTOR INN","ME","OQUNQUIT",NA,NA,NA,NA,NA,"H.E.L.P.:JOHN YOUNG",NA,NA
"901",1342769,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",5,5,"True",NA,NA,"COOK","LOBSTER POUND RESTAURANT INC.","ME","LINCOLNVILLE",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"902",1342688,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",10,10,"True",NA,NA,"CLEANER, HOUSEKEEPING","STAGE NECK INN","ME","YORK HARBOR",NA,NA,NA,NA,NA,"ADNIL PERSONNEL:LINDA TURNER",NA,NA
"903",1342687,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"CLEANER, HOUSEKEEPING","HARTSTONE INN","ME","CAMDEN",NA,NA,NA,NA,NA,"ADNIL PERSONNEL:LINDA TURNER",NA,NA
"904",1342686,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",13,13,"True",NA,NA,"CLEANER, HOUSEKEEPING","THE CLIFF HOUSE RESORT & SPA","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ADNIL PERSONNEL:LINDA TURNER",NA,NA
"905",1342745,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",6,6,"True",NA,NA,"FAST FOODS WORKER","THE CLIFF HOUSE RESORT & SPA","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ADNIL PERSONNEL:LINDA TURNER",NA,NA
"906",1342744,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",10,10,"True",NA,NA,"DINING ROOM ATTENDANT","LOBSTERMAN'S WHARF","ME","EAST BOOTHBAY",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"907",1342749,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",26,26,"True",NA,NA,"DINING ROOM ATTENDANT","BLACK POINT INN","ME","SCARBOROUGH",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"908",1342731,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"WAITER/WAITRESS, FORMAL","THE CLIFF HOUSE RESORT & SPA","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ADNIL PERSONNEL:LINDA TURNER",NA,NA
"909",1342730,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL","THE CLIFF HOUSE RESORT & SPA","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ADNIL PERSONNEL:LINDA TURNER",NA,NA
"910",1342747,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",10,10,"True",NA,NA,"DINING ROOM ATTENDANT","KENNEBUNKPORT INN","ME","KENNEBUNKPORT",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"911",1342752,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"CLEANER, HOUSEKEEPING","HARRIS ISLAND CORP., DBA DOCKSIDE GUEST QUARTERS","ME","YORK",NA,NA,NA,NA,NA,"ADNIL PERSONNEL:LINDA TURNER",NA,NA
"912",1342746,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",11,11,"True",NA,NA,"FAST FOODS WORKER","GEDDY'S PUB","ME","BAR HARBOR",NA,NA,NA,NA,NA,"ADNIL PERSONNEL:LINDA TURNER",NA,NA
"913",1342748,"H-2B",2005,2005-01-10,"CERTIFIED, TEMPORARY",10,10,"True",NA,NA,"DINING ROOM ATTENDANT","YOUNG'S LOBSTER POUND","ME","BELFAST",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"914",1342751,"H-2B",2005,2005-01-11,"CERTIFIED, TEMPORARY",26,26,"True",NA,NA,"CLEANER, HOUSEKEEPING","BLACK POINT INN","ME","SCARBOROUGH",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"915",1342750,"H-2B",2005,2005-01-11,"CERTIFIED, TEMPORARY",10,10,"True",NA,NA,"CLEANER, HOUSEKEEPING","BEACHMERE FAMILY LTD. PARTNERSHIP, DBA BEACHMERE","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"916",1342758,"H-2B",2005,2005-01-11,"CERTIFIED, TEMPORARY",10,10,"True",NA,NA,"KITCHEN HELPER","TCF CORP., DBA CLAY HILL FARM","ME","OQUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"917",1342932,"H-2B",2005,2005-01-12,"CERTIFIED, TEMPORARY",125,125,"True",NA,NA,"CLEANER, HOUSEKEEPING","LAFAYETTE HOTELS","ME","BANGOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"918",1342875,"H-2B",2005,2005-01-12,"CERTIFIED, TEMPORARY",28,28,"True",NA,NA,"CLEANER, HOUSEKEEPING","JUNIPER HILL INN, LLC","ME","OQUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"919",1342876,"H-2B",2005,2005-01-12,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"KITCHEN HELPER","TESTA'S RESTAURANT INC.","ME","BAR HARBOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"920",1342877,"H-2B",2005,2005-01-12,"CERTIFIED, TEMPORARY",12,12,"True",NA,NA,"CLEANER, HOUSEKEEPING","MISTY HARBOR INC.","ME","WELLS",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"921",1342878,"H-2B",2005,2005-01-12,"CERTIFIED, TEMPORARY",9,9,"True",NA,NA,"CLEANER, HOUSEKEEPING","SEA CHAMBERS INC., DBA SEA CHAMBERS MOTEL","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"922",1342879,"H-2B",2005,2005-01-12,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"CLEANER, HOUSEKEEPING","JAMES LITTLEFIELD DBA OAKLAND HOUSE SEASIDE RESORT","ME","BROOKSVILLE",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
