Amount,Candidate or committee,Candidate,Date,Employer,Number of Records,Occupation,Purpose,Recipient,Source,Table Name,Type of contribution
375,Eves,"Eves, Mark W",10/26/16,Self,1,Healthcare/medical; Family Therapist,CHECK # 1157,"Landry, Scott",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
500,Eves,"Eves, Mark W",10/27/16,Woodfords,1,Program Outreach Coordinator,,Emily Ann Cain Campaign Cmte,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
375,Eves,"Eves, Mark W",10/28/16,State Of Maine,1,Government/civil,,"Fitzgerald, Terry Maureen",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
250,Eves,"Eves, Mark W",8/4/14,,1,Sweetser,,Maine Democratic Party,Opensecrets.org,democratic-candidate-contributions.csv,Personal
500,Eves,"Eves, Mark W",4/27/17,,1,Sweetser,,Maine Democratic Party,Opensecrets.org,democratic-candidate-contributions.csv,Personal
100,Eves,"Eves, Mark W",11/29/17,,1,Sweetser,,Maine Democratic Party,Opensecrets.org,democratic-candidate-contributions.csv,Personal
500,Eves,"Eves, Mark",11/8/11,State Of Maine,1,State Representative,Monetary (Itemized),Protect Maine Votes Pac,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
250,Eves,"Eves, Mark",7/10/14,None,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
250,Eves,"Eves, Mark",8/7/14,None,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
100,Eves,"Eves, Mark",10/24/14,None,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
250,Eves,"Eves, Mark",8/21/15,State Of Maine,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
500,Eves,"Eves, Mark",7/10/16,None,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
250,Eves,"Eves, Mark",8/10/16,None,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
1140,Eves,"Eves, Mark",10/3/16,Woodfords Family Services,1,Other,Monetary (Itemized),Eves  Leadership Pac,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
150,Eves,"Eves, Mark",8/8/17,None,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
1,Eves,"Eves, Mark",8/8/17,None,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
100,Eves,"Eves, Mark",8/8/17,None,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
250,Eves Leadership Pac,Eves,9/25/13,,1,,Monetary (Itemized),York County Democratic Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
30000,Eves Leadership Pac,Eves,8/27/14,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
30000,Eves Leadership Pac,Eves,10/15/14,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
375,Eves Leadership Pac,Eves,7/12/17,,1,,Monetary (Itemized),Honorable Mark W Eves,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
1600,Eves Leadership Pac,Eves,7/14/17,,1,,Monetary (Itemized),Mark Westwood Eves,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
3027,Eves Leadership Pac,Eves,9/14/17,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
1900,Eves Leadership Pac,Eves,9/27/10,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
250,Eves Leadership Pac,Eves,10/19/10,,1,,Monetary (Itemized),Henry E M  Beck,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
4500,Eves Leadership Pac,Eves,12/30/11,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
1300,Eves Leadership Pac,Eves,9/11/12,,1,,Monetary (Itemized),Hunt For Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
11750,Eves Leadership Pac,Eves,10/11/12,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
4000,Eves Leadership Pac,Eves,10/25/12,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
375,Eves Leadership Pac,Eves,4/10/15,,1,,Monetary (Itemized),Honorable Jeffrey Mccabe,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
250,Eves Leadership Pac,Eves,8/10/16,,1,,Monetary (Itemized),Jared Golden,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
500,Eves Leadership Pac,Eves,12/6/16,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
100,M. Dion,"Dion, Mark N",6/27/01,Cumberland County,1,Sheriff,,"Baldacci, John E",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
100,M. Dion,"Dion, Mark N",8/30/10,,1,,,"Dion, Mark",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Self-financing
100,M. Dion,"Dion, Mark N",11/4/11,Self-employed,1,Lawyer,,American Federation Of State County & Municipal Employees / Afscme,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
300,M. Dion,"Dion, Mark N",8/3/12,,1,,,"Dion, Mark",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Self-financing
1550,M. Dion,"Dion, Mark N",9/30/12,,1,,,"Dion, Mark",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Self-financing
250,M. Dion,"Dion, Mark N",9/24/13,State Of Maine,1,State Legislator,,Emily Ann Cain Campaign Cmte,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
250,M. Dion,"Dion, Mark N",12/31/13,Dion Law Llc,1,Attorney,,Bellows For Senate,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
250,M. Dion,"Dion, Mark N",3/16/14,State Of Maine,1,State Legislator,,Emily Ann Cain Campaign Cmte,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
250,M. Dion,"Dion, Mark N",6/18/14,State Of Maine,1,State Representative,,Emily Ann Cain Campaign Cmte,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
250,M. Dion,"Dion, Mark N",10/18/14,State Of Maine,1,State Representative,,Emily Ann Cain Campaign Cmte,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
250,M. Dion,"Dion, Mark N",9/24/15,"Dion Law, Llc",1,Attorney,* Earmarked Contribution: See Below,Emily Ann Cain Campaign Cmte,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
3083,M. Dion,"Dion, Mark N",5/3/16,Blank,1,,,"Dion, Mark",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Self-financing
250,M. Dion,"Dion, Mark N",6/21/16,"Dion Law, Llc",1,Attorney,,Emily Ann Cain Campaign Cmte,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
-3083,M. Dion,"Dion, Mark N",6/28/16,Blank,1,,Loan Payment,"Dion, Mark",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Self-financing
250,M. Dion,"Dion, Mark N",9/28/16,"Dion Law, Llc",1,Attorney,Earmarked Contribution: Actblue,Emily Ann Cain Campaign Cmte,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
1600,M. Dion,"Dion, Mark N",12/30/17,Selk,1,Attorney/legal,,"Dion, Mark",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Self-financing
250,M. Dion,"Dion, Mark N",8/1/16,,1,Berry And Dion Llc,,Maine Democratic Party,Opensecrets.org,democratic-candidate-contributions.csv,Personal
250,M. Dion,"Dion, Mark N",9/28/16,,1,"Dion Law, Llc",,"Cain, Emily (d)",Opensecrets.org,democratic-candidate-contributions.csv,Personal
250,M. Dion,"Dion, Mark N",8/10/17,,1,Berry And Dion Llc,,Maine Democratic Party,Opensecrets.org,democratic-candidate-contributions.csv,Personal
63,M. Dion,"Dion, Mark",5/29/12,Berry And Dion Llc,1,Attorney,Monetary (Itemized),Maine Democratic State Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
100,M. Dion,"Dion, Mark",11/4/11,Self-employed,1,Lawyer,Monetary (Itemized),Protect Maine Votes Pac,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
200,M. Dion,"Dion, Mark",7/26/02,,1,Cumberland County,,"Pingree, Chellie (d)",Opensecrets.org,democratic-candidate-contributions.csv,Personal
250,M. Dion,"Dion, Mark",9/30/07,,1,Cumberland County Sheriff,,"Strimling, Ethan (d)",Opensecrets.org,democratic-candidate-contributions.csv,Personal
250,M. Dion,"Dion, Mark",11/30/17,,1,Candidate,,Maine Democratic Party,Opensecrets.org,democratic-candidate-contributions.csv,Personal
25,D. Dion,"Dion, Donna J",9/29/09,Port Resources,1,Finance Director,Monetary (Itemized),Maine Freedom To Marry Coalition,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
25,D. Dion,"Dion, Donna J",10/19/09,Port Resources,1,Finance Director,Monetary (Itemized),No On 1 Protect Maine Equality,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
100,D. Dion,"Dion, Donna J",4/16/12,Port Resources,1,Finance Director,Monetary (Itemized),Mainers United For Marriage,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
300,D. Dion,"Dion, Donna J",6/11/94,,1,Creative Work Systems,,"Dutremble, Dennis L (d)",Opensecrets.org,democratic-candidate-contributions.csv,Personal
10014,Dion For Maine,"Dion, Mark",10/31/12,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
13000,Dion For Maine,"Dion, Mark",10/30/14,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
365,Dion For Maine,"Dion, Mark",5/9/16,,1,,Monetary (Itemized),Mark N Dion,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
-365,Dion For Maine,"Dion, Mark",5/9/16,,1,,Monetary (Itemized),Mark N Dion,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
365,Dion For Maine,"Dion, Mark",5/9/16,,1,,In-Kind (Itemized),Mark N Dion,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
3500,Dion For Maine,"Dion, Mark",10/28/16,,1,,Monetary (Itemized),Senate Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
3000,Dion For Maine,"Dion, Mark",11/2/16,,1,,Monetary (Itemized),Maine Democratic Party,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
250,Cote,"Cote, Adam Roland",7/18/16,,1,Retired,,Maine Democratic Party,Opensecrets.org,democratic-candidate-contributions.csv,Personal
100,Cote,"Cote, Adam R",9/10/08,Pierce Atwood Llp,1,Attorney,Monetary (Itemized),Kennebec County Democratic Party,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
100,Cote,"Cote, Adam R",5/14/14,Maine Army National Guard,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
50,Cote,"Cote, Adam R",11/17/15,Maine Army National Guard,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
50,Cote,"Cote, Adam R",3/4/16,Maine Army National Guard,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
25,Cote,"Cote, Adam R",3/12/16,Maine Army National Guard,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
10,Cote,"Cote, Adam R",4/6/16,Maine Army National Guard,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
50,Cote,"Cote, Adam R",3/8/17,Maine Army National Guard,1,Other,Monetary (Itemized),Actblue Maine,Maine Ethics Commission,democratic-candidate-contributions.csv,Personal
50,Cote,"Cote, Adam R",9/22/09,Global Relief Technologies,1,Senior Vice President,,No On 1 Protect Maine Equality,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
50,Cote,"Cote, Adam R",9/29/09,Global Relief Technologies,1,Senior Vp,,No On 1 Protect Maine Equality,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
100,Cote,"Cote, Adam R",12/8/09,Global Relief Technologies,1,Senior Vice President,,"Mitchell, Elizabeth H",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
100,Cote,"Cote, Adam R",12/13/09,Global Relief Technologies,1,Policy & Public Relations,,"Rowe, Steve",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
100,Cote,"Cote, Adam R",12/14/09,Global Relief Technologies Llc,1,Senior Vp,,Berry For Maine,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
100,Cote,"Cote, Adam R",12/30/09,Global Relief Technologies,1,Vice President,,"Richardson, John G",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
100,Cote,"Cote, Adam R",2/16/10,Global Relief Technologies,1,Senior Vice President,,"Mcgowan, Patrick K",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
100,Cote,"Cote, Adam R",4/19/10,Global Relief Technologies,1,Senior Vp,,"Scarcelli, Rosa Walton",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
25,Cote,"Cote, Adam R",5/28/10,,1,Senior Vice President,,Maine Democratic Party,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
50,Cote,"Cote, Adam R",3/12/14,Thermal Energy Storage Of Maine,1,Other; Ceo,Individual; Monetary (Itemized),Michael H Michaud,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
100,Cote,"Cote, Adam R",5/14/14,Maine Army National Guard,1,Military; Captain,Monetary (Itemized); Individual,"Castellanos, Monica L",National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
75,Cote,"Cote, Adam R",9/5/14,Thermal Energy Storage Of Maine,1,Other; Ceo,Individual,Michael H Michaud,National Institute on Money in State Politics,democratic-candidate-contributions.csv,Personal
250,Cote,"Cote, Adam",8/25/10,,1,Global Relief Technologies,,Maine Democratic Party,Opensecrets.org,democratic-candidate-contributions.csv,Personal
250,Working Families Pac,Russell,6/29/13,,1,,Monetary (Itemized),Michael H Michaud,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
250,Working Families Pac,Russell,6/29/13,,1,,Monetary (Itemized),Michael H Michaud,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
300,Working Families Pac,Russell,6/30/13,,1,,Monetary (Itemized),Michael H Michaud,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
250,Working Families Pac,Russell,7/28/13,,1,,Monetary (Itemized),For The Win Pac,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
150,Working Families Pac,Russell,10/16/13,,1,,Monetary (Itemized),Kennebec County Democratic Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
100,Working Families Pac,Russell,11/3/14,,1,,Monetary (Itemized),Troy A Haines,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
250,Working Families Pac,Russell,8/6/14,,1,,Monetary (Itemized),Michael H Michaud,Maine Ethics Commission,democratic-candidate-contributions.csv,PAC
100,Moose Ridge Associates,Sweet,1/3/12,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,Business
250,Moose Ridge Associates,Sweet,9/11/17,,1,,Monetary (Itemized),Senate Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,Business
250,Moose Ridge Associates,Sweet,9/14/17,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,Business
100,Moose Ridge Associates,Sweet,1/6/16,,1,,Monetary (Itemized),Senate Republican Presidents Fund,Maine Ethics Commission,democratic-candidate-contributions.csv,Business
150,Moose Ridge Associates,Sweet,7/24/14,,1,,Monetary (Itemized),Leading To A Balanced Maine Pac,Maine Ethics Commission,democratic-candidate-contributions.csv,Business
250,Moose Ridge Associates,Sweet,7/31/14,,1,,Monetary (Itemized),Rotundo Leadership Pac,Maine Ethics Commission,democratic-candidate-contributions.csv,Business
150,Moose Ridge Associates,Sweet,8/21/13,,1,,Monetary (Itemized),Leading To A Balanced Maine Pac,Maine Ethics Commission,democratic-candidate-contributions.csv,Business
150,Moose Ridge Associates,Sweet,6/17/08,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,Business
100,Moose Ridge Associates,Sweet,8/12/08,,1,,Monetary (Itemized),Mitchell Leadership Fund,Maine Ethics Commission,democratic-candidate-contributions.csv,Business
200,Moose Ridge Associates,Sweet,9/17/08,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,Business
250,Moose Ridge Associates,Sweet,12/28/15,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,democratic-candidate-contributions.csv,Business
35,Moose Ridge,Sweet,11/12/13,,1,,Monetary (Itemized),Mccabe For Leadership,Maine Ethics Commission,democratic-candidate-contributions.csv,Business
350,Leadership For Maine's Future,Fredette Kenneth W,9/6/12,,1,,,Donald G Marean,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
250,Leadership For Maine's Future Pac,Fredette Kenneth W,9/6/12,,1,,,Richard H Campbell,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
250,Leadership For Maine's Future Pac,Fredette Kenneth W,9/6/12,,1,,,Ms. Kimberly N Olsen,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
100,Leadership For Maine's Future,Fredette Kenneth W,9/14/12,,1,,,Karen D Foster,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
250,Leadership For Maine's Future Pac,Fredette Kenneth W,9/14/12,,1,,,Ms. Beth A O'connor,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
100,Leadership For Maine's Future Pac,Fredette Kenneth W,9/15/12,,1,,,David D Johnson,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
100,Leadership For Maine's Future Pac,Fredette Kenneth W,9/17/12,,1,,,Dennis L Keschl,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
250,Leadership For Maine's Future,Fredette Kenneth W,9/18/12,,1,,,Roger E Reed,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
100,Leadership For Maine's Future Pac,Fredette Kenneth W,9/18/12,,1,,,Ms. Susan M Austin,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
100,Leadership For Maine's Future Pac,Fredette Kenneth W,9/19/12,,1,,,Heather W Sirocki,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
100,Leadership For Maine's Future Pac,Fredette Kenneth W,9/21/12,,1,,,Sarah O Lewin,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
100,Leadership For Maine's Future Pac,Fredette Kenneth W,10/1/12,,1,,,Brian M Duprey,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
200,Leadership For Maine's Future Pac,Fredette Kenneth W,10/1/12,,1,,,Joyce A Fitzpatrick,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
200,Leadership For Maine's Future,Fredette Kenneth W,10/5/12,,1,,,Tyler Clark,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
100,Leadership For Maine's Future,Fredette Kenneth W,10/9/12,,1,,,Paul Edward Bennett,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
100,Leadership For Maine's Future Pac,Fredette Kenneth W,10/18/12,,1,,,Kyle Charles Rogers,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
100,Leadership For Maine's Future Pac,Fredette Kenneth W,10/22/12,,1,,,Brian M Duprey,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
350,Leadership For Maine's Future,Fredette Kenneth W,10/23/12,,1,,,Garrett Paul Mason,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
150,Leadership For Maine's Future,Fredette Kenneth W,10/23/12,,1,,,Matthew Pouliot,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
350,Leadership For Maine's Future Pac,Fredette Kenneth W,10/24/12,,1,,,Ms. Ruth A Summers,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
2500,Leadership For Maine's Future Pac,Fredette Kenneth W,11/5/12,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
1600,Leadership For Maine's Future,Fredette Kenneth W,1/7/14,,1,,,House Republican Majority Fund,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
175,Leadership For Maine's Future,Fredette Kenneth W,5/5/14,,1,,,Karen R Vachon,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,5/30/14,,1,,,Paul F Cavanaugh,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,6/5/14,,1,,,David C Burns,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
250,Leadership For Maine's Future,Fredette Kenneth W,6/5/14,,1,,,Ronald F Collins,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,6/5/14,,1,,,Brian D Langley,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
250,Leadership For Maine's Future,Fredette Kenneth W,6/5/14,,1,,,Garrett Paul Mason,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,6/5/14,,1,,,Amy F Volk,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,6/9/14,,1,,,Patricia J Gagne,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
250,Leadership For Maine's Future,Fredette Kenneth W,6/10/14,,1,,,Paula G Sutton,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
250,Leadership For Maine's Future,Fredette Kenneth W,8/7/14,,1,,,Frances M Head,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
250,Leadership For Maine's Future,Fredette Kenneth W,8/8/14,,1,,,Phyllis A Ginzler,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,8/14/14,,1,,,Norman E Higgins,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
-375,Leadership For Maine's Future,Fredette Kenneth W,8/14/14,,1,,,Norman E Higgins,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
250,Leadership For Maine's Future,Fredette Kenneth W,8/14/14,,1,,,Norman E Higgins,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,8/19/14,,1,,,Brian D Hobart,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,8/20/14,,1,,,Jeffrey K Pierce,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,8/22/14,,1,,,Russell J Black,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
250,Leadership For Maine's Future,Fredette Kenneth W,8/28/14,,1,,,Peter A Lyford,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/3/14,,1,,,Timothy S Theriault,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/3/14,,1,,,Peter Weston,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future Pac,Fredette Kenneth W,9/3/14,,1,,,Larry K Fox,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
25,Leadership For Maine's Future,Fredette Kenneth W,9/4/14,,1,,,Matthew A Harrington,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/5/14,,1,,,Carol A Patterson,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/8/14,,1,,,Wesley E Richardson,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/9/14,,1,,,Brian M Duprey,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/9/14,,1,,,Robert W Nutting,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/10/14,,1,,,Kenneth W Fredette,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
25,Leadership For Maine's Future,Fredette Kenneth W,9/16/14,,1,,,Bruce A Bickford,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/16/14,,1,,,Paul Chace,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/18/14,,1,,,Stephanie Hawke,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/21/14,,1,,,Michael D Mcclellan,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/24/14,,1,,,Maryanne Kinney,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/25/14,,1,,,Ms. Karen A Gerrish,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/25/14,,1,,,Tom J Winsor,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,10/8/14,,1,,,Oxford County Republican Committee,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,10/27/14,,1,,,Dale J Crafts,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
1250,Leadership For Maine's Future,Fredette Kenneth W,10/28/14,,1,,,House Republican Majority Fund,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,10/30/14,,1,,,Karleton S Ward,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
1000,Leadership For Maine's Future Pac,Fredette Kenneth W,10/30/14,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
12000,Leadership For Maine's Future,Fredette Kenneth W,11/5/14,,1,,,House Republican Majority Fund,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
1426,Leadership For Maine's Future,Fredette Kenneth W,1/9/15,,1,,,House Republican Majority Fund,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
500,Leadership For Maine's Future,Fredette Kenneth W,2/3/15,,1,,,House Republican District 93,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
482,Leadership For Maine's Future,Fredette Kenneth W,7/9/15,,1,,,House Republican Majority Fund,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
175,Leadership For Maine's Future Pac,Fredette Kenneth W,9/11/15,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
185,Leadership For Maine's Future,Fredette Kenneth W,9/15/15,,1,,,House Republican Majority Fund,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,12/18/15,,1,,,Jeffrey Lloyd Timberlake,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
